,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hour_time
9742,9743,2012-02-15,springer,1,2,21,0,3,1,Clear,13.940000000000001,16.665,53.0,11.0014,8,170,178,Evening
9743,9744,2012-02-15,springer,1,2,22,0,3,1,Clear,13.940000000000001,17.424999999999997,49.0,7.0015,3,104,107,Night
9744,9745,2012-02-15,springer,1,2,23,0,3,1,Clear,13.940000000000001,17.424999999999997,53.0,6.0032,4,54,58,Night
9745,9746,2012-02-16,springer,1,2,0,0,4,1,Mist,12.299999999999999,15.15,70.0,8.9981,1,22,23,Afternoon
9746,9747,2012-02-16,springer,1,2,1,0,4,1,Mist,12.299999999999999,16.665,70.0,0.0,0,5,5,Afternoon
9747,9748,2012-02-16,springer,1,2,2,0,4,1,Mist,12.299999999999999,15.909999999999998,70.0,6.0032,1,6,7,Afternoon
9748,9749,2012-02-16,springer,1,2,3,0,4,1,Mist,12.299999999999999,16.665,61.0,0.0,0,1,1,Afternoon
9749,9750,2012-02-16,springer,1,2,4,0,4,1,Light Snow,12.299999999999999,15.909999999999998,70.0,6.0032,0,3,3,Afternoon
9750,9751,2012-02-16,springer,1,2,5,0,4,1,Mist,12.299999999999999,16.665,70.0,0.0,0,20,20,Morning
9751,9752,2012-02-16,springer,1,2,6,0,4,1,Mist,12.299999999999999,15.909999999999998,70.0,6.0032,4,83,87,Morning
9752,9753,2012-02-16,springer,1,2,7,0,4,1,Mist,12.299999999999999,15.15,70.0,8.9981,3,285,288,Morning
9753,9754,2012-02-16,springer,1,2,8,0,4,1,Mist,12.299999999999999,15.909999999999998,70.0,6.0032,9,489,498,Morning
9754,9755,2012-02-16,springer,1,2,9,0,4,1,Mist,12.299999999999999,15.15,70.0,11.0014,3,199,202,Morning
9755,9756,2012-02-16,springer,1,2,10,0,4,1,Light Snow,13.120000000000001,16.665,70.0,8.9981,2,42,44,Morning
9756,9757,2012-02-16,springer,1,2,11,0,4,1,Light Snow,13.120000000000001,16.665,70.0,7.0015,2,69,71,Morning
9757,9758,2012-02-16,springer,1,2,12,0,4,1,Light Snow,13.120000000000001,16.665,76.0,6.0032,1,44,45,Morning
9758,9759,2012-02-16,springer,1,2,13,0,4,1,Light Snow,13.940000000000001,15.909999999999998,71.0,16.997899999999998,2,62,64,Afternoon
9759,9760,2012-02-16,springer,1,2,14,0,4,1,Light Snow,13.120000000000001,15.909999999999998,81.0,12.998000000000001,1,30,31,Afternoon
9760,9761,2012-02-16,springer,1,2,15,0,4,1,Light Snow,13.940000000000001,18.18,76.0,0.0,3,50,53,Afternoon
9761,9762,2012-02-16,springer,1,2,16,0,4,1,Light Snow,13.940000000000001,18.18,81.0,0.0,8,110,118,Afternoon
9762,9763,2012-02-16,springer,1,2,17,0,4,1,Light Snow,13.940000000000001,18.18,87.0,0.0,8,281,289,Evening
9763,9764,2012-02-16,springer,1,2,18,0,4,1,Light Snow,13.940000000000001,16.665,87.0,8.9981,8,345,353,Evening
9764,9765,2012-02-16,springer,1,2,19,0,4,1,Mist,13.120000000000001,15.909999999999998,87.0,11.0014,4,254,258,Evening
9765,9766,2012-02-16,springer,1,2,20,0,4,1,Mist,13.120000000000001,16.665,87.0,8.9981,5,211,216,Evening
9766,9767,2012-02-16,springer,1,2,21,0,4,1,Mist,13.940000000000001,17.424999999999997,81.0,7.0015,3,142,145,Evening
9767,9768,2012-02-16,springer,1,2,22,0,4,1,Mist,13.120000000000001,17.424999999999997,81.0,0.0,3,108,111,Night
9768,9769,2012-02-16,springer,1,2,23,0,4,1,Clear,13.120000000000001,16.665,81.0,6.0032,3,70,73,Night
9769,9770,2012-02-17,springer,1,2,0,0,5,1,Mist,12.299999999999999,16.665,87.0,0.0,2,32,34,Afternoon
9770,9771,2012-02-17,springer,1,2,1,0,5,1,Mist,12.299999999999999,16.665,93.0,0.0,2,16,18,Afternoon
9771,9772,2012-02-17,springer,1,2,2,0,5,1,Mist,12.299999999999999,15.909999999999998,93.0,7.0015,1,11,12,Afternoon
9772,9773,2012-02-17,springer,1,2,3,0,5,1,Mist,11.48,14.395,93.0,7.0015,0,1,1,Afternoon
9773,9774,2012-02-17,springer,1,2,4,0,5,1,Mist,11.48,13.635,93.0,12.998000000000001,0,1,1,Afternoon
9774,9775,2012-02-17,springer,1,2,5,0,5,1,Mist,11.48,13.635,93.0,11.0014,0,16,16,Morning
9775,9776,2012-02-17,springer,1,2,6,0,5,1,Mist,11.48,14.395,96.0,8.9981,1,70,71,Morning
9776,9777,2012-02-17,springer,1,2,7,0,5,1,Mist,11.48,14.395,93.0,7.0015,4,222,226,Morning
9777,9778,2012-02-17,springer,1,2,8,0,5,1,Mist,10.66,15.15,100.0,0.0,4,516,520,Morning
9778,9779,2012-02-17,springer,1,2,9,0,5,1,Mist,10.66,15.15,100.0,0.0,8,275,283,Morning
9779,9780,2012-02-17,springer,1,2,10,0,5,1,Clear,13.940000000000001,15.909999999999998,71.0,19.0012,13,103,116,Morning
9780,9781,2012-02-17,springer,1,2,11,0,5,1,Clear,14.76,16.665,62.0,27.999299999999998,9,133,142,Morning
9781,9782,2012-02-17,springer,1,2,12,0,5,1,Clear,15.58,19.695,46.0,26.0027,21,177,198,Morning
9782,9783,2012-02-17,springer,1,2,13,0,5,1,Clear,16.400000000000002,20.455000000000002,43.0,23.9994,34,171,205,Afternoon
9783,9784,2012-02-17,springer,1,2,14,0,5,1,Clear,16.400000000000002,20.455000000000002,37.0,23.9994,33,137,170,Afternoon
9784,9785,2012-02-17,springer,1,2,15,0,5,1,Clear,17.22,21.21,35.0,27.999299999999998,41,180,221,Afternoon
9785,9786,2012-02-17,springer,1,2,16,0,5,1,Clear,17.22,21.21,32.0,19.999499999999998,56,251,307,Afternoon
9786,9787,2012-02-17,springer,1,2,17,0,5,1,Clear,17.22,21.21,32.0,22.0028,36,429,465,Evening
9787,9788,2012-02-17,springer,1,2,18,0,5,1,Clear,16.400000000000002,20.455000000000002,35.0,16.997899999999998,15,362,377,Evening
9788,9789,2012-02-17,springer,1,2,19,0,5,1,Clear,15.58,19.695,37.0,15.001299999999999,16,266,282,Evening
9789,9790,2012-02-17,springer,1,2,20,0,5,1,Clear,16.400000000000002,20.455000000000002,35.0,12.998000000000001,13,158,171,Evening
9790,9791,2012-02-17,springer,1,2,21,0,5,1,Clear,15.58,19.695,37.0,12.998000000000001,15,114,129,Evening
9791,9792,2012-02-17,springer,1,2,22,0,5,1,Clear,14.76,17.424999999999997,40.0,15.001299999999999,15,92,107,Night
9792,9793,2012-02-17,springer,1,2,23,0,5,1,Clear,14.76,17.424999999999997,40.0,12.998000000000001,10,72,82,Night
9793,9794,2012-02-18,springer,1,2,0,0,6,0,Clear,13.940000000000001,16.665,42.0,11.0014,5,81,86,Afternoon
9794,9795,2012-02-18,springer,1,2,1,0,6,0,Clear,13.120000000000001,15.909999999999998,49.0,11.0014,7,38,45,Afternoon
9795,9796,2012-02-18,springer,1,2,2,0,6,0,Clear,12.299999999999999,14.395,61.0,16.997899999999998,6,39,45,Afternoon
9796,9797,2012-02-18,springer,1,2,3,0,6,0,Clear,11.48,14.395,65.0,7.0015,3,15,18,Afternoon
9797,9798,2012-02-18,springer,1,2,4,0,6,0,Clear,10.66,15.15,70.0,0.0,3,4,7,Afternoon
9798,9799,2012-02-18,springer,1,2,5,0,6,0,Clear,9.84,12.879999999999999,70.0,6.0032,0,1,1,Morning
9799,9800,2012-02-18,springer,1,2,6,0,6,0,Clear,9.84,14.395,70.0,0.0,1,8,9,Morning
9800,9801,2012-02-18,springer,1,2,7,0,6,0,Clear,9.84,14.395,70.0,0.0,8,33,41,Morning
9801,9802,2012-02-18,springer,1,2,8,0,6,0,Clear,9.02,13.635,87.0,0.0,10,92,102,Morning
9802,9803,2012-02-18,springer,1,2,9,0,6,0,Clear,9.02,12.120000000000001,80.0,7.0015,22,116,138,Morning
9803,9804,2012-02-18,springer,1,2,10,0,6,0,Clear,10.66,13.635,81.0,7.0015,48,157,205,Morning
9804,9805,2012-02-18,springer,1,2,11,0,6,0,Clear,13.120000000000001,16.665,56.99999999999999,8.9981,102,184,286,Morning
9805,9806,2012-02-18,springer,1,2,12,0,6,0,Clear,14.76,17.424999999999997,43.0,12.998000000000001,128,241,369,Morning
9806,9807,2012-02-18,springer,1,2,13,0,6,0,Clear,16.400000000000002,20.455000000000002,43.0,19.0012,165,219,384,Afternoon
9807,9808,2012-02-18,springer,1,2,14,0,6,0,Clear,18.04,21.97,35.0,23.9994,183,244,427,Afternoon
9808,9809,2012-02-18,springer,1,2,15,0,6,0,Clear,17.22,21.21,41.0,16.997899999999998,229,270,499,Afternoon
9809,9810,2012-02-18,springer,1,2,16,0,6,0,Clear,18.04,21.97,44.0,22.0028,186,218,404,Afternoon
9810,9811,2012-02-18,springer,1,2,17,0,6,0,Clear,19.68,23.485,36.0,19.0012,142,222,364,Evening
9811,9812,2012-02-18,springer,1,2,18,0,6,0,Clear,18.86,22.725,38.0,19.999499999999998,70,176,246,Evening
9812,9813,2012-02-18,springer,1,2,19,0,6,0,Clear,18.04,21.97,44.0,11.0014,38,150,188,Evening
9813,9814,2012-02-18,springer,1,2,20,0,6,0,Clear,18.04,21.97,44.0,11.0014,25,123,148,Evening
9814,9815,2012-02-18,springer,1,2,21,0,6,0,Clear,18.04,21.97,33.0,19.999499999999998,25,89,114,Evening
9815,9816,2012-02-18,springer,1,2,22,0,6,0,Clear,16.400000000000002,20.455000000000002,40.0,30.002599999999997,17,101,118,Night
9816,9817,2012-02-18,springer,1,2,23,0,6,0,Mist,14.76,16.665,40.0,26.0027,12,62,74,Night
9817,9818,2012-02-19,springer,1,2,0,0,0,0,Mist,13.940000000000001,15.15,39.0,23.9994,9,65,74,Afternoon
9818,9819,2012-02-19,springer,1,2,1,0,0,0,Mist,13.120000000000001,15.15,39.0,16.997899999999998,10,62,72,Afternoon
9819,9820,2012-02-19,springer,1,2,2,0,0,0,Mist,12.299999999999999,14.395,36.0,19.0012,3,45,48,Afternoon
9820,9821,2012-02-19,springer,1,2,3,0,0,0,Mist,12.299999999999999,14.395,36.0,15.001299999999999,3,12,15,Afternoon
9821,9822,2012-02-19,springer,1,2,4,0,0,0,Mist,11.48,12.879999999999999,41.0,26.0027,0,3,3,Afternoon
9822,9823,2012-02-19,springer,1,2,5,0,0,0,Mist,10.66,11.365,48.0,19.999499999999998,1,1,2,Morning
9823,9824,2012-02-19,springer,1,2,6,0,0,0,Clear,9.84,10.605,52.0,22.0028,0,5,5,Morning
9824,9825,2012-02-19,springer,1,2,7,0,0,0,Mist,9.84,10.605,52.0,19.0012,2,12,14,Morning
9825,9826,2012-02-19,springer,1,2,8,0,0,0,Mist,9.84,11.365,56.00000000000001,12.998000000000001,8,48,56,Morning
9826,9827,2012-02-19,springer,1,2,9,0,0,0,Mist,9.84,11.365,56.00000000000001,16.997899999999998,20,73,93,Morning
9827,9828,2012-02-19,springer,1,2,10,0,0,0,Mist,10.66,12.120000000000001,52.0,16.997899999999998,49,142,191,Morning
9828,9829,2012-02-19,springer,1,2,11,0,0,0,Mist,10.66,11.365,56.00000000000001,22.0028,82,144,226,Morning
9829,9830,2012-02-19,springer,1,2,12,0,0,0,Mist,11.48,13.635,52.0,16.997899999999998,71,184,255,Morning
9830,9831,2012-02-19,springer,1,2,13,0,0,0,Clear,12.299999999999999,15.15,49.0,11.0014,64,197,261,Afternoon
9831,9832,2012-02-19,springer,1,2,14,0,0,0,Mist,13.120000000000001,15.909999999999998,45.0,12.998000000000001,48,189,237,Afternoon
9832,9833,2012-02-19,springer,1,2,15,0,0,0,Mist,12.299999999999999,14.395,49.0,12.998000000000001,85,168,253,Afternoon
9833,9834,2012-02-19,springer,1,2,16,0,0,0,Mist,13.120000000000001,15.15,45.0,19.0012,62,150,212,Afternoon
9834,9835,2012-02-19,springer,1,2,17,0,0,0,Mist,12.299999999999999,14.395,49.0,16.997899999999998,22,135,157,Evening
9835,9836,2012-02-19,springer,1,2,18,0,0,0,Mist,12.299999999999999,13.635,49.0,22.0028,23,144,167,Evening
9836,9837,2012-02-19,springer,1,2,19,0,0,0,Mist,12.299999999999999,14.395,52.0,16.997899999999998,18,101,119,Evening
9837,9838,2012-02-19,springer,1,2,20,0,0,0,Mist,12.299999999999999,14.395,52.0,19.0012,22,81,103,Evening
9838,9839,2012-02-19,springer,1,2,21,0,0,0,Light Snow,10.66,12.879999999999999,65.0,11.0014,3,33,36,Evening
9839,9840,2012-02-19,springer,1,2,22,0,0,0,Light Snow,9.84,12.879999999999999,75.0,6.0032,8,47,55,Night
9840,9841,2012-02-19,springer,1,2,23,0,0,0,Mist,9.02,11.365,93.0,11.0014,5,30,35,Night
9841,9842,2012-02-20,springer,1,2,0,1,1,0,Mist,9.84,12.879999999999999,87.0,6.0032,5,36,41,Afternoon
9842,9843,2012-02-20,springer,1,2,1,1,1,0,Mist,9.84,12.879999999999999,87.0,6.0032,3,12,15,Afternoon
9843,9844,2012-02-20,springer,1,2,2,1,1,0,Mist,9.84,12.879999999999999,87.0,6.0032,1,19,20,Afternoon
9844,9845,2012-02-20,springer,1,2,3,1,1,0,Mist,9.84,11.365,81.0,12.998000000000001,0,8,8,Afternoon
9845,9846,2012-02-20,springer,1,2,5,1,1,0,Mist,9.84,10.605,60.0,23.9994,0,6,6,Morning
9846,9847,2012-02-20,springer,1,2,6,1,1,0,Clear,9.84,9.85,52.0,27.999299999999998,1,9,10,Morning
9847,9848,2012-02-20,springer,1,2,7,1,1,0,Mist,9.02,9.85,55.00000000000001,22.0028,2,42,44,Morning
9848,9849,2012-02-20,springer,1,2,8,1,1,0,Clear,8.200000000000001,9.09,59.0,23.9994,9,111,120,Morning
9849,9850,2012-02-20,springer,1,2,9,1,1,0,Clear,8.200000000000001,9.09,59.0,23.9994,12,98,110,Morning
9850,9851,2012-02-20,springer,1,2,10,1,1,0,Clear,9.02,9.85,55.00000000000001,30.002599999999997,30,113,143,Morning
9851,9852,2012-02-20,springer,1,2,11,1,1,0,Clear,10.66,11.365,48.0,23.9994,45,163,208,Morning
9852,9853,2012-02-20,springer,1,2,12,1,1,0,Clear,11.48,13.635,45.0,15.001299999999999,65,216,281,Morning
9853,9854,2012-02-20,springer,1,2,13,1,1,0,Clear,12.299999999999999,14.395,42.0,19.0012,66,246,312,Afternoon
9854,9855,2012-02-20,springer,1,2,14,1,1,0,Clear,13.120000000000001,15.909999999999998,36.0,12.998000000000001,57,206,263,Afternoon
9855,9856,2012-02-20,springer,1,2,15,1,1,0,Clear,13.940000000000001,15.909999999999998,34.0,15.001299999999999,54,235,289,Afternoon
9856,9857,2012-02-20,springer,1,2,16,1,1,0,Clear,14.76,18.94,28.999999999999996,7.0015,64,216,280,Afternoon
9857,9858,2012-02-20,springer,1,2,17,1,1,0,Clear,15.58,19.695,27.0,16.997899999999998,27,226,253,Evening
9858,9859,2012-02-20,springer,1,2,18,1,1,0,Clear,13.940000000000001,15.909999999999998,34.0,15.001299999999999,27,215,242,Evening
9859,9860,2012-02-20,springer,1,2,19,1,1,0,Clear,13.940000000000001,15.909999999999998,34.0,15.001299999999999,8,164,172,Evening
9860,9861,2012-02-20,springer,1,2,20,1,1,0,Clear,13.940000000000001,16.665,34.0,12.998000000000001,9,117,126,Evening
9861,9862,2012-02-20,springer,1,2,21,1,1,0,Clear,12.299999999999999,15.15,39.0,11.0014,8,90,98,Evening
9862,9863,2012-02-20,springer,1,2,22,1,1,0,Clear,12.299999999999999,15.909999999999998,45.0,6.0032,9,53,62,Night
9863,9864,2012-02-20,springer,1,2,23,1,1,0,Clear,12.299999999999999,16.665,39.0,0.0,0,26,26,Night
9864,9865,2012-02-21,springer,1,2,0,0,2,1,Clear,10.66,15.15,65.0,0.0,1,11,12,Afternoon
9865,9866,2012-02-21,springer,1,2,1,0,2,1,Clear,10.66,15.15,56.00000000000001,0.0,0,7,7,Afternoon
9866,9867,2012-02-21,springer,1,2,2,0,2,1,Clear,9.84,14.395,60.0,0.0,0,3,3,Afternoon
9867,9868,2012-02-21,springer,1,2,4,0,2,1,Clear,9.02,13.635,64.0,0.0,0,2,2,Afternoon
9868,9869,2012-02-21,springer,1,2,5,0,2,1,Clear,8.200000000000001,12.879999999999999,69.0,0.0,0,15,15,Morning
9869,9870,2012-02-21,springer,1,2,6,0,2,1,Clear,8.200000000000001,12.879999999999999,75.0,0.0,3,83,86,Morning
9870,9871,2012-02-21,springer,1,2,7,0,2,1,Clear,9.02,13.635,64.0,0.0,6,273,279,Morning
9871,9872,2012-02-21,springer,1,2,8,0,2,1,Clear,8.200000000000001,11.365,69.0,6.0032,5,459,464,Morning
9872,9873,2012-02-21,springer,1,2,9,0,2,1,Clear,8.200000000000001,11.365,75.0,7.0015,6,211,217,Morning
9873,9874,2012-02-21,springer,1,2,10,0,2,1,Clear,9.84,11.365,70.0,12.998000000000001,8,77,85,Morning
9874,9875,2012-02-21,springer,1,2,11,0,2,1,Mist,10.66,12.120000000000001,70.0,19.0012,5,81,86,Morning
9875,9876,2012-02-21,springer,1,2,12,0,2,1,Mist,12.299999999999999,13.635,56.00000000000001,26.0027,16,147,163,Morning
9876,9877,2012-02-21,springer,1,2,13,0,2,1,Clear,13.940000000000001,15.15,49.0,27.999299999999998,8,123,131,Afternoon
9877,9878,2012-02-21,springer,1,2,14,0,2,1,Mist,13.120000000000001,14.395,53.0,26.0027,16,108,124,Afternoon
9878,9879,2012-02-21,springer,1,2,15,0,2,1,Clear,13.940000000000001,15.15,49.0,27.999299999999998,23,137,160,Afternoon
9879,9880,2012-02-21,springer,1,2,16,0,2,1,Clear,14.76,16.665,46.0,27.999299999999998,14,240,254,Afternoon
9880,9881,2012-02-21,springer,1,2,17,0,2,1,Clear,15.58,19.695,40.0,30.002599999999997,21,411,432,Evening
9881,9882,2012-02-21,springer,1,2,18,0,2,1,Clear,15.58,19.695,40.0,30.002599999999997,11,414,425,Evening
9882,9883,2012-02-21,springer,1,2,19,0,2,1,Clear,14.76,16.665,46.0,19.999499999999998,5,299,304,Evening
9883,9884,2012-02-21,springer,1,2,20,0,2,1,Clear,13.940000000000001,15.909999999999998,53.0,16.997899999999998,4,223,227,Evening
9884,9885,2012-02-21,springer,1,2,21,0,2,1,Clear,13.940000000000001,16.665,61.0,11.0014,7,147,154,Evening
9885,9886,2012-02-21,springer,1,2,22,0,2,1,Mist,13.940000000000001,16.665,71.0,12.998000000000001,3,97,100,Night
9886,9887,2012-02-21,springer,1,2,23,0,2,1,Clear,13.120000000000001,15.15,66.0,15.001299999999999,1,46,47,Night
9887,9888,2012-02-22,springer,1,2,0,0,3,1,Clear,13.120000000000001,15.15,66.0,15.001299999999999,5,19,24,Afternoon
9888,9889,2012-02-22,springer,1,2,1,0,3,1,Clear,13.120000000000001,16.665,70.0,8.9981,3,4,7,Afternoon
9889,9890,2012-02-22,springer,1,2,2,0,3,1,Clear,13.940000000000001,15.909999999999998,66.0,19.0012,1,5,6,Afternoon
9890,9891,2012-02-22,springer,1,2,3,0,3,1,Mist,13.940000000000001,15.909999999999998,71.0,15.001299999999999,1,3,4,Afternoon
9891,9892,2012-02-22,springer,1,2,4,0,3,1,Clear,13.940000000000001,16.665,71.0,11.0014,0,2,2,Afternoon
9892,9893,2012-02-22,springer,1,2,5,0,3,1,Clear,13.120000000000001,16.665,70.0,7.0015,1,29,30,Morning
9893,9894,2012-02-22,springer,1,2,6,0,3,1,Clear,13.120000000000001,15.909999999999998,76.0,11.0014,5,85,90,Morning
9894,9895,2012-02-22,springer,1,2,7,0,3,1,Clear,13.120000000000001,16.665,76.0,6.0032,10,292,302,Morning
9895,9896,2012-02-22,springer,1,2,8,0,3,1,Clear,12.299999999999999,15.909999999999998,75.0,6.0032,9,567,576,Morning
9896,9897,2012-02-22,springer,1,2,9,0,3,1,Clear,13.120000000000001,16.665,70.0,6.0032,11,241,252,Morning
9897,9898,2012-02-22,springer,1,2,10,0,3,1,Clear,13.940000000000001,17.424999999999997,71.0,6.0032,17,122,139,Morning
9898,9899,2012-02-22,springer,1,2,11,0,3,1,Clear,14.76,17.424999999999997,66.0,11.0014,22,149,171,Morning
9899,9900,2012-02-22,springer,1,2,12,0,3,1,Clear,16.400000000000002,20.455000000000002,62.0,19.0012,21,186,207,Morning
9900,9901,2012-02-22,springer,1,2,13,0,3,1,Clear,17.22,21.21,54.0,19.999499999999998,15,175,190,Afternoon
9901,9902,2012-02-22,springer,1,2,14,0,3,1,Clear,18.04,21.97,54.0,22.0028,35,142,177,Afternoon
9902,9903,2012-02-22,springer,1,2,15,0,3,1,Clear,20.5,24.240000000000002,31.0,27.999299999999998,34,161,195,Afternoon
9903,9904,2012-02-22,springer,1,2,16,0,3,1,Clear,21.32,25.0,28.999999999999996,31.0009,30,268,298,Afternoon
9904,9905,2012-02-22,springer,1,2,17,0,3,1,Clear,21.32,25.0,32.0,26.0027,43,486,529,Evening
9905,9906,2012-02-22,springer,1,2,18,0,3,1,Mist,19.68,23.485,41.0,22.0028,42,483,525,Evening
9906,9907,2012-02-22,springer,1,2,19,0,3,1,Mist,18.86,22.725,44.0,19.0012,22,305,327,Evening
9907,9908,2012-02-22,springer,1,2,20,0,3,1,Mist,18.04,21.97,47.0,12.998000000000001,25,249,274,Evening
9908,9909,2012-02-22,springer,1,2,21,0,3,1,Mist,19.68,23.485,33.0,19.0012,19,220,239,Evening
9909,9910,2012-02-22,springer,1,2,22,0,3,1,Mist,18.04,21.97,47.0,16.997899999999998,18,129,147,Night
9910,9911,2012-02-22,springer,1,2,23,0,3,1,Mist,18.86,22.725,41.0,19.0012,5,57,62,Night
9911,9912,2012-02-23,springer,1,2,0,0,4,1,Mist,18.04,21.97,47.0,16.997899999999998,12,30,42,Afternoon
9912,9913,2012-02-23,springer,1,2,1,0,4,1,Mist,18.04,21.97,57.99999999999999,19.0012,3,12,15,Afternoon
9913,9914,2012-02-23,springer,1,2,2,0,4,1,Mist,18.04,21.97,62.0,15.001299999999999,5,4,9,Afternoon
9914,9915,2012-02-23,springer,1,2,3,0,4,1,Light Snow,18.04,21.97,67.0,12.998000000000001,2,4,6,Afternoon
9915,9916,2012-02-23,springer,1,2,4,0,4,1,Clear,16.400000000000002,20.455000000000002,76.0,15.001299999999999,0,1,1,Afternoon
9916,9917,2012-02-23,springer,1,2,5,0,4,1,Clear,16.400000000000002,20.455000000000002,76.0,15.001299999999999,2,30,32,Morning
9917,9918,2012-02-23,springer,1,2,6,0,4,1,Clear,14.76,17.424999999999997,87.0,12.998000000000001,3,88,91,Morning
9918,9919,2012-02-23,springer,1,2,7,0,4,1,Clear,14.76,17.424999999999997,81.0,15.001299999999999,9,317,326,Morning
9919,9920,2012-02-23,springer,1,2,8,0,4,1,Clear,13.940000000000001,16.665,87.0,12.998000000000001,11,549,560,Morning
9920,9921,2012-02-23,springer,1,2,9,0,4,1,Clear,14.76,16.665,81.0,16.997899999999998,14,228,242,Morning
9921,9922,2012-02-23,springer,1,2,10,0,4,1,Clear,17.22,21.21,67.0,12.998000000000001,41,107,148,Morning
9922,9923,2012-02-23,springer,1,2,11,0,4,1,Clear,19.68,23.485,48.0,19.0012,54,128,182,Morning
9923,9924,2012-02-23,springer,1,2,12,0,4,1,Clear,20.5,24.240000000000002,42.0,16.997899999999998,25,199,224,Morning
9924,9925,2012-02-23,springer,1,2,13,0,4,1,Clear,21.32,25.0,39.0,12.998000000000001,30,188,218,Afternoon
9925,9926,2012-02-23,springer,1,2,14,0,4,1,Clear,22.14,25.759999999999998,37.0,16.997899999999998,36,156,192,Afternoon
9926,9927,2012-02-23,springer,1,2,15,0,4,1,Clear,22.14,25.759999999999998,33.0,8.9981,46,171,217,Afternoon
9927,9928,2012-02-23,springer,1,2,16,0,4,1,Clear,22.96,26.515,32.0,0.0,45,298,343,Afternoon
9928,9929,2012-02-23,springer,1,2,17,0,4,1,Clear,22.14,25.759999999999998,32.0,11.0014,49,561,610,Evening
9929,9930,2012-02-23,springer,1,2,18,0,4,1,Clear,22.14,25.759999999999998,37.0,8.9981,36,486,522,Evening
9930,9931,2012-02-23,springer,1,2,19,0,4,1,Clear,20.5,24.240000000000002,39.0,6.0032,20,349,369,Evening
9931,9932,2012-02-23,springer,1,2,20,0,4,1,Clear,18.86,22.725,44.0,8.9981,23,246,269,Evening
9932,9933,2012-02-23,springer,1,2,21,0,4,1,Clear,18.04,21.97,51.0,15.001299999999999,17,205,222,Evening
9933,9934,2012-02-23,springer,1,2,22,0,4,1,Clear,18.04,21.97,54.0,16.997899999999998,19,118,137,Night
9934,9935,2012-02-23,springer,1,2,23,0,4,1,Clear,18.04,21.97,54.0,0.0,14,71,85,Night
9935,9936,2012-02-24,springer,1,2,0,0,5,1,Mist,18.04,21.97,57.99999999999999,6.0032,12,34,46,Afternoon
9936,9937,2012-02-24,springer,1,2,1,0,5,1,Clear,18.04,21.97,62.0,12.998000000000001,3,15,18,Afternoon
9937,9938,2012-02-24,springer,1,2,2,0,5,1,Light Snow,17.22,21.21,77.0,19.0012,1,4,5,Afternoon
9938,9939,2012-02-24,springer,1,2,3,0,5,1,Clear,17.22,21.21,82.0,8.9981,0,5,5,Afternoon
9939,9940,2012-02-24,springer,1,2,4,0,5,1,Clear,16.400000000000002,20.455000000000002,87.0,8.9981,0,2,2,Afternoon
9940,9941,2012-02-24,springer,1,2,5,0,5,1,Mist,16.400000000000002,20.455000000000002,87.0,12.998000000000001,1,25,26,Morning
9941,9942,2012-02-24,springer,1,2,6,0,5,1,Mist,16.400000000000002,20.455000000000002,87.0,11.0014,2,80,82,Morning
9942,9943,2012-02-24,springer,1,2,7,0,5,1,Mist,16.400000000000002,20.455000000000002,76.0,15.001299999999999,7,265,272,Morning
9943,9944,2012-02-24,springer,1,2,8,0,5,1,Mist,15.58,19.695,76.0,22.0028,17,452,469,Morning
9944,9945,2012-02-24,springer,1,2,9,0,5,1,Light Snow,14.76,16.665,81.0,16.997899999999998,15,229,244,Morning
9945,9946,2012-02-24,springer,1,2,10,0,5,1,Light Snow,14.76,17.424999999999997,81.0,11.0014,22,119,141,Morning
9946,9947,2012-02-24,springer,1,2,11,0,5,1,Mist,14.76,18.18,81.0,7.0015,27,136,163,Morning
9947,9948,2012-02-24,springer,1,2,12,0,5,1,Mist,16.400000000000002,20.455000000000002,76.0,8.9981,27,201,228,Morning
9948,9949,2012-02-24,springer,1,2,13,0,5,1,Mist,17.22,21.21,71.0,7.0015,30,153,183,Afternoon
9949,9950,2012-02-24,springer,1,2,14,0,5,1,Mist,18.86,22.725,67.0,7.0015,5,26,31,Afternoon
9950,9951,2012-02-24,springer,1,2,15,0,5,1,Light Snow,16.400000000000002,20.455000000000002,87.0,12.998000000000001,11,83,94,Afternoon
9951,9952,2012-02-24,springer,1,2,16,0,5,1,Light Snow,16.400000000000002,20.455000000000002,87.0,12.998000000000001,12,166,178,Afternoon
9952,9953,2012-02-24,springer,1,2,17,0,5,1,Light Snow,17.22,21.21,94.0,7.0015,14,242,256,Evening
9953,9954,2012-02-24,springer,1,2,18,0,5,1,Mist,17.22,21.21,94.0,0.0,11,289,300,Evening
9954,9955,2012-02-24,springer,1,2,19,0,5,1,Mist,18.04,21.97,88.0,7.0015,6,227,233,Evening
9955,9956,2012-02-24,springer,1,2,20,0,5,1,Clear,18.04,21.97,62.0,27.999299999999998,8,159,167,Evening
9956,9957,2012-02-24,springer,1,2,21,0,5,1,Clear,17.22,21.21,35.0,54.002,1,151,152,Evening
9957,9958,2012-02-24,springer,1,2,22,0,5,1,Clear,16.400000000000002,20.455000000000002,37.0,39.000699999999995,4,102,106,Night
9958,9959,2012-02-24,springer,1,2,23,0,5,1,Clear,15.58,19.695,37.0,46.0022,10,76,86,Night
